Name,Company,Business address,Suburb,State,Postcode,Region,Phone,Link,Provider number,Latitude,Longitude
Rehab Co - Griffith,Rehab Co,1/20 Banna Avenue,Griffith,NSW,2680,Riverina,02 6961 0700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=500,493,-34.286976,146.0380131
Rehab Co - Lismore,Rehab Co,"Suite 1F, 186 Molesworth Street",Lismore,NSW,2480,Northern Rivers,1300 575 652,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=932,906,-28.7788628,153.2816187
Rehab Co - Newcastle,Rehab Co,9/710 Hunter Street,Newcastle West,NSW,2302,"Hunter, Central Coast",02 4942 0700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=783,762,-32.9269879,151.7625837
Rehab Co - Sydney,Rehab Co,"Level 4, 376 Bay Street",Brighton-Le-Sands,NSW,2216,"Sydney South, Sydney East, Sydney West",02 9503 9500,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=720,699,-33.9514242,151.1418413
Rehab Co - Tamworth,Rehab Co,121 Marius Street,Tamworth,NSW,2340,"North West Slopes & Plains, New England",02 6763 0000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=865,840,-31.0861518,150.9284087
Rehab Co - Wagga Wagga,Rehab Co,50 Peter Street,Wagga Wagga,NSW,2650,Riverina,02 6923 0500,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=321,321,-35.1172978,147.3676612
Rehab Co - Wollongong,Rehab Co,90 Smith Street,Wollongong,NSW,2500,"Illawarra Shoalhaven, South Coast",02 4222 3500,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=721,700,-34.4219056,150.8969745
Rehab Co - Wyong,Rehab Co,"Kanwal Medical Complex Suite C30, 654 Pacific Highway",Kanwal,NSW,2259,Central Coast,02 4390 5279,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=877,853,-33.2417292,151.455269
Rehab Dynamics,Rehab Dynamics,"Suite 510, 118 Church Street",Parramatta,NSW,2150,Sydney South West,02 9790 8407,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=311,311,-33.8132774,151.0072765
Rehab Focus Enterprise,Rehab Focus Enterprise,305 /160 Rowe Street,Eastwood,NSW,2122,Sydney,0433 160 212,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=521,511,-33.7892172,151.0844336
Rehab Management - Campbelltown,Rehab Management,"Ground Floor, Suite 4, 121 Queen Street",Campbelltown,NSW,2560,Sydney South West,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=588,569,-34.0882935,150.81131
Rehab Management - Albury,Rehab Management,602 Olive Street,Albury,NSW,2640,Riverina,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=784,763,-36.0740542,146.9193502
Rehab Management - Central Coast,Rehab Management,"Suite C, 201 Mann Street",Gosford,NSW,2250,Central Coast,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=595,573,-33.4111469,151.3320154
Rehab Management - Chatswood,Rehab Management,"Level 6, 10 Help Street",Chatswood,NSW,2067,Sydney North,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=592,570,-33.7964874,151.1802194
Rehab Management - Coffs Harbour,Rehab Management,"Unit 3, 6 Elbow Street",Coffs Harbour,NSW,2450,Far North Coast; Mid North Coast,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=780,759,-30.2695516,153.1027547
Rehab Management - Griffith,Rehab Management,233-237 Banna Avenue,Griffith,ACT,2603,"Act, Southern Highlands, Tablelands",1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=785,764,-34.286976,146.0380131
Rehab Management - Hurstville,Rehab Management,"Suite 103, Level 1, 430 Forest Road",Hurstville,NSW,2220,Sydney South,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=963,937,-33.9596937,151.0984098
Rehab Management - Lismore,Rehab Management,"Ground Floor, 49 Carrington Street",Lismore,NSW,2480,Northern Rivers,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=786,765,-28.7788628,153.2816187
Rehab Management - Liverpool,Rehab Management,"Level 7, Suite 2, 269-273 Bigge Street",Liverpool,NSW,2170,Sydney West,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=717,695,-33.9314256,150.9091697
Rehab Management - Maitland,Rehab Management,2A/52 Ken Tubman Drive,Maitland,NSW,2320,Hunter,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=597,575,-32.7353269,151.5580183
Rehab Management - Miranda,Rehab Management,"Suite 303, 29 Kiora Road",Miranda,NSW,2228,Sydney South,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=962,936,-34.0353003,151.1034653
Rehab Management - Newcastle,Rehab Management,"Lot 3, 142-158 Pacific Highway",Charlestown,NSW,2290,Hunter,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=594,572,-32.9734926,151.6940233
Rehab Management - North Parramatta,Rehab Management,"Level 2, Suite 2.03 90-92 Phillip Street",Parramatta,NSW,2150,Sydney West,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=372,372,-33.8132774,151.0072765
Rehab Management - Nowra,Rehab Management,81 North Street,Nowra,NSW,2541,South Coast Nsw,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=787,766,-34.8719778,150.5984012
Rehab Management - Orange,Rehab Management,296-298 Summer Street,Orange,NSW,2800,Central West,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=782,761,-33.2843078,149.1028535
Rehab Management - Penrith,Rehab Management,"Suite 2001, Level 2, Borec House 21-23 Station Street",Penrith,NSW,2750,Nepean Blue Mountains,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=718,696,-33.7539357,150.6793966
Rehab Management - Port Macquarie,Rehab Management,"Suite 10, Level 1 106 William Street",Port Macquarie,NSW,2444,Far North Coast; Mid North Coast,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=781,760,-31.4482673,152.8830412
Rehab Management - Queanbeyan,Rehab Management,"Ground Floor, Unit 1 31 Thesiger Court",Deakin,ACT,2600,"Act, Southern Highlands, Tablelands",1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=788,767,-35.3069742,149.1133679
Rehab Management - Rockdale,Rehab Management,"Level 2, 10 King Street",Rockdale,NSW,2216,Sydney South,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=719,697,-33.9514242,151.1418413
Rehab Management - Singleton,Rehab Management,"Shop 8, 54-56 John Street",Singleton,NSW,2330,Hunter,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=596,574,-32.6616548,151.0506202
Rehab Management - Sydney,Rehab Management,Suite 15.04 - Level 15 680 George Street,Sydney,NSW,2000,Sydney Central,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=591,568,-33.8692957,151.2070786
Rehab Management - Tamworth,Rehab Management,2/235 Peel Street,Tamworth,NSW,2340,North West Slopes & Plains,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=789,768,-31.0978285,150.9363406
Rehab Management - Wagga Wagga,Rehab Management,Business Enterprise Centre 48 Trail Street,Wagga Wagga,NSW,2650,Riverina,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=790,769,-35.1144671,147.3386834
Rehab Management - Wollongong,Rehab Management,"Suite 6 Level 3, 166 Keira Street",Wollongong,NSW,2520,Illawarra Shoalhaven,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=593,571,-34.4234499227884,150.89324809929315
Rehab Options Provider Services,Rehab Options Provider Services,Unit 25/22-30 Northumberland Road,Caringbah,NSW,2229,Sydney South,02 8543 5888,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1033,1008,-34.0559517,151.1124286
Rehab Solutions,Rehab Solutions,63-67 The Crescent,Fairfield,NSW,2165,Sydney South West,02 9728 9988,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=87,87,-33.8726225,150.9559174
Rehabilitation Services By Altius - Brisbane,Rehabilitation Services By Altius,Level 11 231 North Quay,Brisbane,QLD,4000,Queensland,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=748,725,-27.465945,153.0216801
Rehabilitation Services By Altius - Brookvale,Rehabilitation Services By Altius,8/688 Pittwater Road,Brookvale,NSW,2100,Sydney North,1300 782 182,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=874,850,-33.7549183,151.2577347
Rehabilitation Services By Altius - Byron Bay,Rehabilitation Services By Altius,Suite 4 9 Fletcher Street,Byron Bay,NSW,2481,Far North Coast,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=747,724,-28.6508588,153.5997403
Rehabilitation Services By Altius - Campbelltown,Rehabilitation Services By Altius,"Suite 128, 4 Hyde Parade",Campbelltown,NSW,2560,Sydney South West,1300 782 182,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=875,851,-34.0882935,150.81131
Rehabilitation Services By Altius - Canberra,Rehabilitation Services By Altius,"Suite 10, Level 3 161 London Circuit",Canberra,NSW,2600,Act,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=680,658,-35.3069742,149.1133679
Rehabilitation Services By Altius - Coffs Harbour,Rehabilitation Services By Altius,"Level 6, 24 Moonee Street",Coffs Harbour,NSW,2450,Mid North Coast,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=860,836,-30.2695516,153.1027547
Rehabilitation Services By Altius - Geelong,Rehabilitation Services By Altius,"Suite 201, Level 2 Office 8, 6-24 Moorabool Street",Geelong,VIC,3220,Victoria,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=749,726,-38.1459038,144.3475136
Rehabilitation Services By Altius - Lithgow,Rehabilitation Services By Altius,58 Main Street,Lithgow,NSW,2790,Nepean Blue Mountains,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=699,679,-33.4836507,150.1424203
Rehabilitation Services By Altius - Miranda,Rehabilitation Services By Altius,Suite 1 / 38- 40 Urunga Parade,Miranda,NSW,2228,Sydney South,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=863,839,-34.0353003,151.1034653
Rehabilitation Services By Altius - Orange,Rehabilitation Services By Altius,Suite 3 59 Hill Street,Orange,NSW,2800,Central West,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=862,838,-33.2899635,149.0813814
Rehabilitation Services By Altius - Parramatta,Rehabilitation Services By Altius,"Level 4, 34 Charles Street",Parramatta,NSW,2150,Sydney West,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=654,635,-33.8132774,151.0072765
Rehabilitation Services By Altius - Penrith,Rehabilitation Services By Altius,"Borec House, Suite 3003B, Level 3 29-57 Station Street",Penrith,NSW,2750,Nepean Blue Mountains,1300 782 182,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=876,852,-33.7539357,150.6793966
Rehabilitation Services By Altius - Port Macquarie,Rehabilitation Services By Altius,"Level 3, Suite 1 41-47 Horton Street",Port Macquarie,NSW,2444,Mid North Coast,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=861,837,-31.4482673,152.8830412
Rehabilitation Services By Altius - Sydney,Rehabilitation Services By Altius,"Level 4, 507-509 Kent Street",Sydney,NSW,2000,Sydney Central,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=405,405,-33.8692957,151.2070786
Rehabilitation Services By Altius - Tamworth,Rehabilitation Services By Altius,307 Peel Street,Tamworth,NSW,2340,New England,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=745,722,-31.0978285,150.9363406
Rehabilitation Services By Altius - Tuggerah,Rehabilitation Services By Altius,6 Reliance Drive,Tuggerah,NSW,2259,Central Coast,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=746,723,-33.3189499,151.4203839
Rehabilitation Services By Altius - Wollongong,Rehabilitation Services By Altius,"Level 3, 172-174 Keira Street",Wollongong,NSW,2500,Illawarra Shoalhaven,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=700,680,-34.4214498,150.8900387
Rehabilitation Services By Altius - Young,Rehabilitation Services By Altius,19 Lovell Street,Young,NSW,2594,South West Nsw,1300 782 182,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=911,887,-34.31224,148.2984357
Rehabilitation Services By Altius- Newcastle,Rehabilitation Services By Altius- Newcastle,"Suite 21, 19 Bolton Street",Newcastle,NSW,2300,Hunter,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=679,657,-32.9286867,151.7756084
Rehabnet,Rehabnet,110 Moore Street,Liverpool,NSW,2170,Sydney South West,0412 710 186,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=697,677,-33.9224571,150.9216763
Resilia,Resilia,"Level 5, 20 Hunter Street",Sydney,NSW,2000,Sydney Central,02 8243 1500,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=702,682,-33.8692957,151.2070786
Rocket Rehab,Rocket Rehab,5 George Street,North Strathfield,NSW,2137,Sydney,0422 595 326,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=796,773,-33.8634757,151.0888538
Rtw Rehab,Rtw Rehab,"Level 1, Suite 1-3 1017-1019 Victoria Road",West Ryde,NSW,2114,Sydney North,1300 680 696,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=335,335,-33.8146533,151.0887645
Santegis - Albury,Santegis,460 Swift Street,Albury,NSW,2640,Riverina,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1022,996,-36.0790701,146.9199353
Santegis - Brisbane,Santegis,25 Bouquet Street,South Brisbane,QLD,4101,"Far North Coast, Qld",1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1024,998,-27.4712166,153.0129463
Santegis - Canberra,Santegis,"Level 10, 1 Constitution Avenue",Canberra,ACT,2601,Act,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1025,1000,-35.2811197,149.1228719
Santegis - Denistone,Santegis,61 Pennant Avenue,Denistone,NSW,2114,Sydney North,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=986,960,-33.798892,151.09579
Santegis - Newcastle,Santegis,2 Portside Crescent,Maryville,NSW,2293,Hunter,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1020,994,-32.913607,151.7569455
Santegis - Parramatta,Santegis,"Suite 21, 103 George Street",Parramatta,NSW,2150,Sydney West,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1017,991,-33.8132774,151.0072765
Santegis - Penrith,Santegis,"Suite 2, 387-389 High Street",Penrith,NSW,2750,"Nepean, Blue Mountains",1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1018,992,-33.7539357,150.6793966
Santegis - Sydney,Santegis,G105/25 Brisbane Street,Surry Hills,NSW,2010,Sydney Central,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1019,993,-33.8835383,151.2135729
Santegis - Tamworth,Santegis,307 Peel Street,Tamworth,NSW,2340,North West Slopes & Plains,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1023,997,-31.0978285,150.9363406
Santegis - Wollongong,Santegis,"Level 1, 1 Burelli Street",Wollongong,NSW,2500,Illawarra Shoalhaven,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1021,995,-34.4214498,150.8900387
Sayf Recovery - Sydney,Sayf Recovery,903/50 Clarence Street,Sydney,NSW,2000,Sydney Central,0452 419 195,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1029,1004,-33.8659063,151.205181
Sis Rehab,Sis Rehab,Unit 1 190 George Street,Parramatta,NSW,2150,Sydney West,02 9890 9330,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=514,506,-33.8132774,151.0072765
Skilled Health Pty Ltd,Skilled Health Pty Ltd,Suite 1 26 Castlereagh Street,Sydney,NSW,2000,Sydney,1300 970 970,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=687,662,-33.8692957,151.2070786
South East Injury Management - Bega,South East Injury Management,15 Canning Street,Bega,NSW,2550,South Coast Nsw,1300 734 742,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=771,747,-36.6733531,149.844415
South East Injury Management - Cooma,South East Injury Management,62 Bombala Street,Cooma,NSW,2630,South East Nsw,1300 734 742,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=772,748,-36.2390976,149.1302603
South East Injury Management - Eden,South East Injury Management,Cnr Chandos Street & Imlays Street,Eden,NSW,2551,South Coast Nsw,1300 734 742,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=775,751,-37.1046464,149.8871876
South East Injury Management - Jindabyne,South East Injury Management,Thredbo Terrace,Jindabyne,NSW,2627,South East Nsw,1300 734 742,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=774,750,-36.4160368,148.6229571
South East Injury Management - Merimbula,South East Injury Management,3 Sapphire Coast Drive,Merimbula,NSW,2548,South Coast Nsw,1300 734 742,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=773,749,-36.8875344,149.9058442
Star Ims,Star Ims,"Suite 2, Level 3, 2012 Foveaux Street",Surry Hills,NSW,2000,Sydney,02 8029 0593,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=805,772,-33.8692957,151.2070786
Strategic Rehab Solutions,Strategic Rehab Solutions,Level 1/ 22-28 Edgeworth David Avenue,Hornsby,NSW,2077,Sydney North,02 9440 4988,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=536,524,-33.6982491,151.1041029
Sydney Occupational Services,Sydney Occupational Services,"Level 14, 3 Parramatta Square 153 Macquarie Street",Parramatta,NSW,2150,Sydney West,02 9615 9791,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=513,505,-33.8132774,151.0072765
Synergy Medical Pty Ltd,Synergy Medical Pty Ltd,1/179 Burwood Road,Burwood,NSW,2134,Sydney Central,02 9744 8809,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=485,478,-33.875518,151.1040538
The Procare Group - Albury,The Procare Group,459 Kiewa Street,Albury,NSW,2640,Riverina,02 6021 6762,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=949,923,-36.0937759,146.9186884
"The Procare Group - Bundall, Qld",The Procare Group,47 Ashmore Road,Bundall,QLD,4217,Queensland,07 5538 8988,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=976,950,-28.010035,153.4063545
"The Procare Group - Canberra, Act",The Procare Group,"Unit 7, 6 Phipps Close",Deakin,ACT,2600,Act,02 6171 7470,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=948,922,-35.3069742,149.1133679
The Procare Group - Coffs Harbour,The Procare Group,8/6 Elbow Street,Coffs Harbour,NSW,2450,Mid North Coast,02 5616 0065,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=950,924,-30.2941484,153.1147955
The Procare Group - Gosford,The Procare Group,Unit 4 / 3 Pioneer Avenue,Tuggerah,NSW,2259,Central Coast,02 4243 7633,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=951,925,-33.2417292,151.455269
The Procare Group - Lismore,The Procare Group,"1 Cook Street, South Lismore, Nsw, 2480",South Lismore,NSW,2480,Northern Rivers,02 5699 9020,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=952,926,-28.7788628,153.2816187
The Procare Group - Macquarie Park,The Procare Group,7 Eden Park Drive,Macquarie Park,NSW,2113,Sydney,02 8935 9426 / 0417 457 392,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=974,948,-33.7858211,151.1310676
The Procare Group - Newcastle,The Procare Group,"Level 2, 47 Darby Street",Cooks Hill,NSW,2300,Hunter,02 9086 8080 / 02 4047 9980,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=879,855,-32.9286867,151.7756084
The Procare Group - Orange,The Procare Group,"Suite 9, Level 2, Centrepoint Arcade 226-232 Summer Street",Orange,NSW,2800,Nepean Blue Mountains,02 6397 3947,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=953,927,-33.2899635,149.0813814
The Procare Group - Parramatta,The Procare Group,"Level 3, 90 Phillip Street",Parramatta,NSW,2150,Sydney West,02 9086 8080 / 02 8379 2984,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=878,854,-33.8132774,151.0072765
The Procare Group - Penrith,The Procare Group,"Unit 2, 311 High Street",Penrith,NSW,2750,"Nepean, Blue Mountains",02 9086 8000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1046,1021,-33.7539357,150.6793966
The Procare Group - Port Macquarie,The Procare Group,1/28 Gore Street,Port Macquarie,NSW,2444,Mid North Coast,02 5555 6993,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=954,928,-31.4348336,152.902752
The Procare Group - Sydney,The Procare Group,"Level 1, Building 3 190 Bourke Street",Alexandria,NSW,2015,Sydney Central,02 9086 8080,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=497,490,-33.9084474,151.1990616
The Procare Group - Sydney Cbd,The Procare Group,"Level 6, 724 -728 George Street",Haymarket,NSW,2000,Sydney Central,02 9086 8000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=955,929,-33.8692957,151.2070786
The Procare Group - Tamworth,The Procare Group,1/121 Carthage House Carthage Street,Tamworth,NSW,2340,North West Slopes & Plains,02 5700 5782,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=956,930,-31.1062573,150.9181513
The Procare Group - Tweed Heads,The Procare Group,5/1 Sands Street,Tweed Heads,NSW,2485,Far North Coast,02 9086 8000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=975,949,-28.1713523,153.5424534
The Procare Group - Wollongong,The Procare Group,201/53-61 Crown Street,Wollongong,NSW,2500,Illawarra Shoalhaven,02 4243 7632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=957,931,-34.4214498,150.8900387
The Recovre Group - Bathurst,The Recovre Group,2/2 Littlebourne Street,Kelso,NSW,2795,Central West,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=646,628,-33.4197137,149.6148781
The Recovre Group - Campbelltown,The Recovre Group,Suite 3.08 4 Hyde Parade,Campbelltown,NSW,2560,Sydney South West,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=330,330,-34.0882935,150.81131
The Recovre Group - Canberra,The Recovre Group,Suite 5.03 Level 5 14 Moore Street,Canberra City,ACT,2600,Act,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=225,225,-35.3069742,149.1133679
The Recovre Group - Central Coast,The Recovre Group,Nexus Business Hub 3 Amy Close,North Wyong,NSW,2259,Central Coast,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=387,387,-33.2417292,151.455269
The Recovre Group - Dubbo,The Recovre Group,Suite 2 150 Darling Street,Dubbo,NSW,2830,Central West,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=274,274,-32.2319157,148.6433952
The Recovre Group - Newcastle,The Recovre Group,144 Parry Street,Newcastle West,NSW,2302,Hunter,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=229,229,-32.925113,151.7556897
The Recovre Group - Orange,The Recovre Group,135 Sale Street,Orange,NSW,2800,Central West,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=399,399,-33.2899635,149.0813814
The Recovre Group - Parramatta,The Recovre Group,"Level 15, 60 Station Street East",Parramatta,NSW,2150,Sydney West,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=590,549,-33.8132774,151.0072765
The Recovre Group - Sydney,The Recovre Group,One International Towers 100 Barangaroo Avenue,Sydney,NSW,2000,Sydney Central,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=232,232,-33.8692957,151.2070786
The Recovre Group - Tamworth,The Recovre Group,307 Peel Street,East Tamworth,NSW,2340,North West Slopes & Plains,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=233,233,-31.1062573,150.9181513
The Recovre Group - Wollongong,The Recovre Group,101 Crown Street,Wollongong,NSW,2500,Illawarra Shoalhaven,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=273,273,-34.4262586,150.9024391
The Rehab Group,The Rehab Group,246 Pacific Highway,Crows Nest,NSW,2065,Sydney North,02 9904 2710,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=696,675,-33.8291387,151.2014162
The Rehabilitation Specialists - Act,The Rehabilitation Specialists,9/27 Yallourn Street,Fyshwick,ACT,2609,Act,1800 073 422,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=393,393,-35.3324745,149.1717406
The Rehabilitation Specialists - Sydney,The Rehabilitation Specialists,Stone And Chalk 477 Pitt Street,Haymarket,NSW,2000,Sydney Central,1800 073 422,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=920,895,-33.8692957,151.2070786
Work Options - Blacktown,Work Options,Tenancy 4023 Westpoint 17 Patrick Street,Blacktown,NSW,2148,Sydney West,02 9957 1300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=638,621,-33.7518952,150.89233
Work Options - Canberra,Work Options,"Level 4, 15 Moore Street",Canberra,ACT,2601,Act,02 6169 4185,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=945,919,-35.2811197,149.1228719
Work Options - Coffs Harbour,Work Options,"Room 5, Coffs Health Hub 4/30 Orlando Street",Coffs Harbour,NSW,2450,Mid North Coast,02 6651 5516,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=655,636,-30.2695516,153.1027547
Work Options - Newcastle,Work Options,"Suite 16, Level 2, Otp House 10 Bradford Close",Kotara,NSW,2289,Hunter,02 4952 4433,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=639,622,-32.940876,151.7104695
Work Options - North Sydney,Work Options,"Suite 803, Level 8 146 Arthur Street",North Sydney,NSW,2060,Sydney North,02 9957 1300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=412,412,-33.8400903,151.2107071
Work Options - Penrith,Work Options,Level 1 95 Station Street,Penrith,NSW,2750,"Nepean, Blue Mountains, Sydney West, Sydney South West, Sydney, Nsw",02 9957 1300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1042,1017,-33.7539357,150.6793966
Work Options - Tamworth,Work Options,Level 1 307 Peel Street,Tamworth,NSW,2340,"Far North Coast, Mid North Coast, New England, North Coast, Northern Rivers, North West Slopes & Plains, North Eastern Nsw, Nsw",02 9957 1300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1041,1016,-31.1062573,150.9181513
Work Options - Wollongong,Work Options,"Level 1, Burelli Street",Wollongong,NSW,2500,Illawarra Shoalhaven,02 4254 1072,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=946,920,-34.4214498,150.8900387
