Name,Company,Business address,Suburb,State,Postcode,Region,Phone,Link,Provider number,Latitude,Longitude
Rehab Management - Queanbeyan,Rehab Management,"Ground Floor, Unit 1 31 Thesiger Court",Deakin,ACT,2600,"Act, Southern Highlands, Tablelands",1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=788,,,
Rehab Management - Rockdale,Rehab Management,"Level 2, 10 King Street",Rockdale,NSW,2216,Sydney South,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=719,,,
Rehab Management - Singleton,Rehab Management,"Shop 8, 54-56 John Street",Singleton,NSW,2330,Hunter,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=596,,,
Rehab Management - Sydney,Rehab Management,Suite 15.04 - Level 15 680 George Street,Sydney,NSW,2000,Sydney Central,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=591,,,
Rehab Management - Tamworth,Rehab Management,2/235 Peel Street,Tamworth,NSW,2340,North West Slopes & Plains,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=789,,,
Rehab Management - Wagga Wagga,Rehab Management,Business Enterprise Centre 48 Trail Street,Wagga Wagga,NSW,2650,Riverina,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=790,,,
Rehab Management - Wollongong,Rehab Management,"Suite 6 Level 3, 166 Keira Street",Wollongong,NSW,2520,Illawarra Shoalhaven,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=593,,,
Rehab Options Provider Services,Rehab Options Provider Services,Unit 25/22-30 Northumberland Road,Caringbah,NSW,2229,Sydney South,02 8543 5888,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1033,,,
Rehab Solutions,Rehab Solutions,63-67 The Crescent,Fairfield,NSW,2165,Sydney South West,02 9728 9988,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=87,,,
Rehabilitation Services By Altius - Brisbane,Rehabilitation Services By Altius,Level 11 231 North Quay,Brisbane,QLD,4000,Queensland,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=748,,,
Rehabilitation Services By Altius - Brookvale,Rehabilitation Services By Altius,8/688 Pittwater Road,Brookvale,NSW,2100,Sydney North,1300 782 182,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=874,,,
Rehabilitation Services By Altius - Byron Bay,Rehabilitation Services By Altius,Suite 4 9 Fletcher Street,Byron Bay,NSW,2481,Far North Coast,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=747,,,
Rehabilitation Services By Altius - Campbelltown,Rehabilitation Services By Altius,"Suite 128, 4 Hyde Parade",Campbelltown,NSW,2560,Sydney South West,1300 782 182,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=875,,,
Rehabilitation Services By Altius - Canberra,Rehabilitation Services By Altius,"Suite 10, Level 3 161 London Circuit",Canberra,NSW,2600,Act,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=680,,,
Rehabilitation Services By Altius - Coffs Harbour,Rehabilitation Services By Altius,"Level 6, 24 Moonee Street",Coffs Harbour,NSW,2450,Mid North Coast,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=860,,,
Rehabilitation Services By Altius - Geelong,Rehabilitation Services By Altius,"Suite 201, Level 2 Office 8, 6-24 Moorabool Street",Geelong,VIC,3220,Victoria,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=749,,,
Rehabilitation Services By Altius - Lithgow,Rehabilitation Services By Altius,58 Main Street,Lithgow,NSW,2790,Nepean Blue Mountains,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=699,,,
Rehabilitation Services By Altius - Miranda,Rehabilitation Services By Altius,Suite 1 / 38- 40 Urunga Parade,Miranda,NSW,2228,Sydney South,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=863,,,
Rehabilitation Services By Altius - Orange,Rehabilitation Services By Altius,Suite 3 59 Hill Street,Orange,NSW,2800,Central West,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=862,,,
Rehabilitation Services By Altius - Parramatta,Rehabilitation Services By Altius,"Level 4, 34 Charles Street",Parramatta,NSW,2150,Sydney West,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=654,,,
Rehabilitation Services By Altius - Penrith,Rehabilitation Services By Altius,"Borec House, Suite 3003B, Level 3 29-57 Station Street",Penrith,NSW,2750,Nepean Blue Mountains,1300 782 182,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=876,,,
Rehabilitation Services By Altius - Port Macquarie,Rehabilitation Services By Altius,"Level 3, Suite 1 41-47 Horton Street",Port Macquarie,NSW,2444,Mid North Coast,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=861,,,
Rehabilitation Services By Altius - Sydney,Rehabilitation Services By Altius,"Level 4, 507-509 Kent Street",Sydney,NSW,2000,Sydney Central,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=405,,,
Rehabilitation Services By Altius - Tamworth,Rehabilitation Services By Altius,307 Peel Street,Tamworth,NSW,2340,New England,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=745,,,
Rehabilitation Services By Altius - Tuggerah,Rehabilitation Services By Altius,6 Reliance Drive,Tuggerah,NSW,2259,Central Coast,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=746,,,
Rehabilitation Services By Altius - Wollongong,Rehabilitation Services By Altius,"Level 3, 172-174 Keira Street",Wollongong,NSW,2500,Illawarra Shoalhaven,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=700,,,
Rehabilitation Services By Altius - Young,Rehabilitation Services By Altius,19 Lovell Street,Young,NSW,2594,South West Nsw,1300 782 182,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=911,,,
Rehabilitation Services By Altius- Newcastle,Rehabilitation Services By Altius- Newcastle,"Suite 21, 19 Bolton Street",Newcastle,NSW,2300,Hunter,1300 782 183,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=679,,,
Rehabnet,Rehabnet,110 Moore Street,Liverpool,NSW,2170,Sydney South West,0412 710 186,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=697,,,
Resilia,Resilia,"Level 5, 20 Hunter Street",Sydney,NSW,2000,Sydney Central,02 8243 1500,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=702,,,
Rocket Rehab,Rocket Rehab,5 George Street,North Strathfield,NSW,2137,Sydney,0422 595 326,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=796,,,
Rtw Rehab,Rtw Rehab,"Level 1, Suite 1-3 1017-1019 Victoria Road",West Ryde,NSW,2114,Sydney North,1300 680 696,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=335,,,
Santegis - Albury,Santegis,460 Swift Street,Albury,NSW,2640,Riverina,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1022,,,
Santegis - Brisbane,Santegis,25 Bouquet Street,South Brisbane,QLD,4101,"Far North Coast, Qld",1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1024,,,
Santegis - Canberra,Santegis,"Level 10, 1 Constitution Avenue",Canberra,ACT,2601,Act,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1025,,,
Santegis - Denistone,Santegis,61 Pennant Avenue,Denistone,NSW,2114,Sydney North,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=986,,,
Santegis - Newcastle,Santegis,2 Portside Crescent,Maryville,NSW,2293,Hunter,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1020,,,
Santegis - Parramatta,Santegis,"Suite 21, 103 George Street",Parramatta,NSW,2150,Sydney West,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1017,,,
Santegis - Penrith,Santegis,"Suite 2, 387-389 High Street",Penrith,NSW,2750,"Nepean, Blue Mountains",1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1018,,,
Santegis - Sydney,Santegis,G105/25 Brisbane Street,Surry Hills,NSW,2010,Sydney Central,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1019,,,
Santegis - Tamworth,Santegis,307 Peel Street,Tamworth,NSW,2340,North West Slopes & Plains,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1023,,,
Santegis - Wollongong,Santegis,"Level 1, 1 Burelli Street",Wollongong,NSW,2500,Illawarra Shoalhaven,1300 378 904,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1021,,,
Sayf Recovery - Sydney,Sayf Recovery,903/50 Clarence Street,Sydney,NSW,2000,Sydney Central,0452 419 195,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1029,,,
Sis Rehab,Sis Rehab,Unit 1 190 George Street,Parramatta,NSW,2150,Sydney West,02 9890 9330,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=514,,,
Skilled Health Pty Ltd,Skilled Health Pty Ltd,Suite 1 26 Castlereagh Street,Sydney,NSW,2000,Sydney,1300 970 970,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=687,,,
South East Injury Management - Bega,South East Injury Management,15 Canning Street,Bega,NSW,2550,South Coast Nsw,1300 734 742,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=771,,,
South East Injury Management - Cooma,South East Injury Management,62 Bombala Street,Cooma,NSW,2630,South East Nsw,1300 734 742,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=772,,,
South East Injury Management - Eden,South East Injury Management,Cnr Chandos Street & Imlays Street,Eden,NSW,2551,South Coast Nsw,1300 734 742,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=775,,,
South East Injury Management - Jindabyne,South East Injury Management,Thredbo Terrace,Jindabyne,NSW,2627,South East Nsw,1300 734 742,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=774,,,
South East Injury Management - Merimbula,South East Injury Management,3 Sapphire Coast Drive,Merimbula,NSW,2548,South Coast Nsw,1300 734 742,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=773,,,
Star Ims,Star Ims,"Suite 2, Level 3, 2012 Foveaux Street",Surry Hills,NSW,2000,Sydney,02 8029 0593,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=805,,,
Strategic Rehab Solutions,Strategic Rehab Solutions,Level 1/ 22-28 Edgeworth David Avenue,Hornsby,NSW,2077,Sydney North,02 9440 4988,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=536,,,
Sydney Occupational Services,Sydney Occupational Services,"Level 14, 3 Parramatta Square 153 Macquarie Street",Parramatta,NSW,2150,Sydney West,02 9615 9791,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=513,,,
Synergy Medical Pty Ltd,Synergy Medical Pty Ltd,1/179 Burwood Road,Burwood,NSW,2134,Sydney Central,02 9744 8809,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=485,,,
The Procare Group - Albury,The Procare Group,459 Kiewa Street,Albury,NSW,2640,Riverina,02 6021 6762,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=949,,,
"The Procare Group - Bundall, Qld",The Procare Group,47 Ashmore Road,Bundall,QLD,4217,Queensland,07 5538 8988,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=976,,,
"The Procare Group - Canberra, Act",The Procare Group,"Unit 7, 6 Phipps Close",Deakin,ACT,2600,Act,02 6171 7470,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=948,,,
The Procare Group - Coffs Harbour,The Procare Group,8/6 Elbow Street,Coffs Harbour,NSW,2450,Mid North Coast,02 5616 0065,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=950,,,
The Procare Group - Gosford,The Procare Group,Unit 4 / 3 Pioneer Avenue,Tuggerah,NSW,2259,Central Coast,02 4243 7633,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=951,,,
The Procare Group - Lismore,The Procare Group,"1 Cook Street, South Lismore, Nsw, 2480",South Lismore,NSW,2480,Northern Rivers,02 5699 9020,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=952,,,
The Procare Group - Macquarie Park,The Procare Group,7 Eden Park Drive,Macquarie Park,NSW,2113,Sydney,02 8935 9426 / 0417 457 392,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=974,,,
The Procare Group - Newcastle,The Procare Group,"Level 2, 47 Darby Street",Cooks Hill,NSW,2300,Hunter,02 9086 8080 / 02 4047 9980,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=879,,,
The Procare Group - Orange,The Procare Group,"Suite 9, Level 2, Centrepoint Arcade 226-232 Summer Street",Orange,NSW,2800,Nepean Blue Mountains,02 6397 3947,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=953,,,
The Procare Group - Parramatta,The Procare Group,"Level 3, 90 Phillip Street",Parramatta,NSW,2150,Sydney West,02 9086 8080 / 02 8379 2984,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=878,,,
The Procare Group - Penrith,The Procare Group,"Unit 2, 311 High Street",Penrith,NSW,2750,"Nepean, Blue Mountains",02 9086 8000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1046,,,
The Procare Group - Port Macquarie,The Procare Group,1/28 Gore Street,Port Macquarie,NSW,2444,Mid North Coast,02 5555 6993,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=954,,,
The Procare Group - Sydney,The Procare Group,"Level 1, Building 3 190 Bourke Street",Alexandria,NSW,2015,Sydney Central,02 9086 8080,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=497,,,
The Procare Group - Sydney Cbd,The Procare Group,"Level 6, 724 -728 George Street",Haymarket,NSW,2000,Sydney Central,02 9086 8000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=955,,,
The Procare Group - Tamworth,The Procare Group,1/121 Carthage House Carthage Street,Tamworth,NSW,2340,North West Slopes & Plains,02 5700 5782,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=956,,,
The Procare Group - Tweed Heads,The Procare Group,5/1 Sands Street,Tweed Heads,NSW,2485,Far North Coast,02 9086 8000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=975,,,
The Procare Group - Wollongong,The Procare Group,201/53-61 Crown Street,Wollongong,NSW,2500,Illawarra Shoalhaven,02 4243 7632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=957,,,
The Recovre Group - Bathurst,The Recovre Group,2/2 Littlebourne Street,Kelso,NSW,2795,Central West,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=646,,,
The Recovre Group - Campbelltown,The Recovre Group,Suite 3.08 4 Hyde Parade,Campbelltown,NSW,2560,Sydney South West,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=330,,,
The Recovre Group - Canberra,The Recovre Group,Suite 5.03 Level 5 14 Moore Street,Canberra City,ACT,2600,Act,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=225,,,
The Recovre Group - Central Coast,The Recovre Group,Nexus Business Hub 3 Amy Close,North Wyong,NSW,2259,Central Coast,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=387,,,
The Recovre Group - Dubbo,The Recovre Group,Suite 2 150 Darling Street,Dubbo,NSW,2830,Central West,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=274,,,
The Recovre Group - Newcastle,The Recovre Group,144 Parry Street,Newcastle West,NSW,2302,Hunter,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=229,,,
The Recovre Group - Orange,The Recovre Group,135 Sale Street,Orange,NSW,2800,Central West,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=399,,,
The Recovre Group - Parramatta,The Recovre Group,"Level 15, 60 Station Street East",Parramatta,NSW,2150,Sydney West,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=590,,,
The Recovre Group - Sydney,The Recovre Group,One International Towers 100 Barangaroo Avenue,Sydney,NSW,2000,Sydney Central,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=232,,,
The Recovre Group - Tamworth,The Recovre Group,307 Peel Street,East Tamworth,NSW,2340,North West Slopes & Plains,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=233,,,
The Recovre Group - Wollongong,The Recovre Group,101 Crown Street,Wollongong,NSW,2500,Illawarra Shoalhaven,1300 550 276,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=273,,,
The Rehab Group,The Rehab Group,246 Pacific Highway,Crows Nest,NSW,2065,Sydney North,02 9904 2710,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=696,,,
The Rehabilitation Specialists - Act,The Rehabilitation Specialists,9/27 Yallourn Street,Fyshwick,ACT,2609,Act,1800 073 422,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=393,,,
The Rehabilitation Specialists - Sydney,The Rehabilitation Specialists,Stone And Chalk 477 Pitt Street,Haymarket,NSW,2000,Sydney Central,1800 073 422,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=920,,,
Work Options - Blacktown,Work Options,Tenancy 4023 Westpoint 17 Patrick Street,Blacktown,NSW,2148,Sydney West,02 9957 1300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=638,,,
Work Options - Canberra,Work Options,"Level 4, 15 Moore Street",Canberra,ACT,2601,Act,02 6169 4185,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=945,,,
Work Options - Coffs Harbour,Work Options,"Room 5, Coffs Health Hub 4/30 Orlando Street",Coffs Harbour,NSW,2450,Mid North Coast,02 6651 5516,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=655,,,
Work Options - Newcastle,Work Options,"Suite 16, Level 2, Otp House 10 Bradford Close",Kotara,NSW,2289,Hunter,02 4952 4433,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=639,,,
Work Options - North Sydney,Work Options,"Suite 803, Level 8 146 Arthur Street",North Sydney,NSW,2060,Sydney North,02 9957 1300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=412,,,
Work Options - Penrith,Work Options,Level 1 95 Station Street,Penrith,NSW,2750,"Nepean, Blue Mountains, Sydney West, Sydney South West, Sydney, Nsw",02 9957 1300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1042,,,
Work Options - Tamworth,Work Options,Level 1 307 Peel Street,Tamworth,NSW,2340,"Far North Coast, Mid North Coast, New England, North Coast, Northern Rivers, North West Slopes & Plains, North Eastern Nsw, Nsw",02 9957 1300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1041,,,
Work Options - Wollongong,Work Options,"Level 1, Burelli Street",Wollongong,NSW,2500,Illawarra Shoalhaven,02 4254 1072,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=946,,,
Work Rehab - Albury / Wodonga,Work Rehab,Regional Business Hub 15 High Street,Wodonga,VIC,3690,Riverina,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=902,,,
Work Rehab - Batemans Bay,Work Rehab,12 Vesper Street,Batemans Bay,NSW,2536,South Coast,02 4415 1800,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1045,,,
Work Rehab - Bathurst,Work Rehab,103 Piper Street,Bathurst,NSW,2795,Nepean Blue Mountains,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=906,,,
Work Rehab - Campbelltown,Work Rehab,70 Topham Road,Smeaton Grange,NSW,2567,Southern Highlands,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=907,,,
Work Rehab - Canberra,Work Rehab,Unit 1 22 Napier Close,Deakin,ACT,2600,Act,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=897,,,
Work Rehab - Chatswood,Work Rehab,821 Pacific Highway,Chatswood,NSW,2067,Sydney North,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=908,,,
Work Rehab - Coffs Harbour,Work Rehab,The Professional Centre 1/9 Park Avenue,Coffs Harbour,NSW,2450,Mid North Coast,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=835,,,
Work Rehab - Dubbo,Work Rehab,1/80 Gipps Street,Dubbo,NSW,2830,Central West,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=905,,,
Work Rehab - Hornsby,Work Rehab,"Suite 1A, Level 2 802 Pacific Highway",Gordon,NSW,2072,Sydney North,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=830,,,
Work Rehab - Lismore,Work Rehab,50 Oliver Avenue,Goonellabah,NSW,2480,Northern Rivers,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=900,,,
Work Rehab - Liverpool,Work Rehab,2/215-219 George Street,Liverpool,NSW,2170,Sydney West,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=831,,,
Work Rehab - Maitland,Work Rehab,48 Melbourne Street,East Maitland,NSW,2323,Hunter,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=898,,,
Work Rehab - Miranda,Work Rehab,"Suite 210, 29 Kiora Road",Miranda,NSW,2228,Sydney South,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=778,,,
Work Rehab - Newcastle,Work Rehab,36 Johns Street,Warners Bay,NSW,2282,Hunter,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=829,,,
Work Rehab - North Strathfield,Work Rehab,"Suite5, Level 2, 22 George Street",North Strathfield,NSW,2137,Sydney,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=828,,,
Work Rehab - Orange,Work Rehab,Level 1 34 Sale Street,Bathurst,NSW,2795,Central West,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=832,,,
Work Rehab - Parramatta,Work Rehab,91 Phillip Street,Parramatta,NSW,2150,Sydney West,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=903,,,
Work Rehab - Penrith,Work Rehab,95B Station Street,Penrith,NSW,2750,Nepean Blue Mountains,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=904,,,
Work Rehab - Port Macquarie,Work Rehab,Glasshouse Port Macquarie Cnr Clarence And Hay Streets,Port Macquarie,NSW,2444,Mid North Coast,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=834,,,
Work Rehab - Singleton,Work Rehab,Ground Floor 254 John Street,Singleton,NSW,2330,Hunter,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=899,,,
Work Rehab - Tamworth,Work Rehab,Shop 7 Atrium 345 Peel Street,Tamworth,NSW,2340,North West Slopes & Plains,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=833,,,
Work Rehab - Wollongong,Work Rehab,1 Burelli Street,Wollongong,NSW,2500,Illawarra Shoalhaven,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=779,,,
Work Rehab - Wyong,Work Rehab,3 Amy Close,Wyong,NSW,2259,Central Coast,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=901,,,
Workactive Injury Management & Rehabilitation,Workactive Injury Management & Rehabilitation,194 Heathcote Road,Hammondville,NSW,2170,Sydney West,1300 196 752,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=403,,,
Workcare Group,Workcare Group,21 Darrell Road,Calala,NSW,2340,North West Slopes & Plains,0412 412 910,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1048,,,
Workcom - Sydney,Workcom,44 Market Street,Sydney,NSW,2000,Sydney Central,1300 654 425,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1031,,,
Workers Health Centre - Newcastle,Workers Health Centre,"Level 2, Suite 4, Devonshire House 406-408 King Street",Newcastle West,NSW,2302,Hunter,02 9749 7666,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=586,,,
Workers Health Centre - Parramatta,Workers Health Centre,"Level 4, Suite 2 20 - 24 Wentworth Street",Parramatta,NSW,2150,Sydney West,02 9749 7666,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=587,,,
Workfocus - Orange,Workfocus,Suite 4 179-181 Byng Street,Orange,NSW,2800,Central West,02 6361 6600,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=463,,,
Workfocus - Albury,Workfocus,118 Hovell Street,Albury,NSW,2640,Riverina,02 6239 8700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=848,,,
Workfocus - Brisbane,Workfocus,"Level 12, 295 Ann Street",Brisbane,QLD,4000,Queensland,07 3366 2775,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=656,,,
Workfocus - Canberra,Workfocus,"Suite 343, 2 Endeavour House Captain Cook Crescent",Manuka,ACT,2603,Act,02 6239 8709,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=650,,,
Workfocus - Central Coast,Workfocus,"Suite 3, 11 Platinum Building 4 Ilya Avenue",Erina,NSW,2250,Central Coast,1300 570 181,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=549,,,
Workfocus - Deniliquin,Workfocus,282 George Street,Deniliquin,NSW,2710,Riverina,02 6239 8700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=850,,,
Workfocus - Dubbo,Workfocus,1/207 Brisbane Street,Dubbo,NSW,2830,Central West,02 6361 6600,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=550,,,
Workfocus - Griffith,Workfocus,86 Yambil Street,Griffith,NSW,2680,Riverina,02 6239 8700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=851,,,
Workfocus - Lismore,Workfocus,"Suite 9B, Conway Plaza 21 Conway Street",Lismore,NSW,2480,Northern Rivers,02 4929 6565,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=853,,,
Workfocus - Newcastle,Workfocus,"Level 2, 15 Lambton Road",Broadmeadow,NSW,2292,Hunter,02 4929 6565,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=425,,,
Workfocus - Nowra,Workfocus,108B Kinghorne Street,Nowra,NSW,2541,Illawarra Shoalhaven,02 4254 3300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=849,,,
Workfocus - Port Macquarie,Workfocus,"C/- Level 3, 116 Hunter Street",Newcastle,NSW,2300,Mid North Coast,02 4929 6565,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=551,,,
Workfocus - Sydney,Workfocus,"Suite 1, Level 15 1 Market Street",Sydney,NSW,2000,Sydney Central,02 9098 2600,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=391,,,
Workfocus - Tamworth,Workfocus,Suite 14 & 15 Shop 7/345 Peel Street,Tamworth,NSW,2340,North West Slopes & Plains,02 4929 6565,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=552,,,
Workfocus - Wagga Wagga,Workfocus,66-70 Coleman Street,Wagga Wagga,NSW,2650,Riverina,02 6239 8700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=852,,,
